x,y,z
-30.1175,12.81875,-30.03
-16.555,16.03,-24.75375
8.44375,19.64375,-25.235
7.63,15.56625,-27.64125
-16.82625,1.95125,-26.4075
-3.8675,-0.2975,-17.325
-22.65375,-5.215,-26.0575
-10.57,-27.8775,-29.1375
19.78375,-15.085,-15.627501
59.57875,-7.11375,-18.97875
37.63375,-1.02375,-23.66
9.30125,10.3775,-28.2625
0.56,19.11,-18.22625
6.4225,8.9775,-24.57875
3.77125,6.545,-29.6975
9.31,13.440001,-31.692501
17.928751,4.13875,-26.845
21.48125,-18.66375,-31.4475
7.3762503,-28.3325,-50.951252
-10.1675005,8.925,-34.44875
-53.89125,22.5575,-26.71375
-38.920002,13.5975,-29.2425
-30.73,8.60125,-33.43375
-0.88375,15.2425,-25.305
8.42625,11.3925,-28.95375
6.3175,0.595,-25.305
-15.3125,2.19625,-34.475
-13.8075,1.02375,-25.2
-15.75875,-0.41125,-28.245
-27.8425,-1.63625,-32.8825
-20.755,-22.6275,-30.9925
-6.57125,-19.678751,-25.33125
58.353752,-8.3475,-15.42625
14.7175,6.32625,-29.12875
-8.49625,16.12625,-21.77875
2.37125,2.4325001,-21.5775
18.82125,0.09625,-24.5875
18.9525,-0.6825,-23.37125
23.94875,-12.7925005,-16.38
-19.08375,-28.630001,-42.201252
-43.44375,19.81,-20.76375
-31.325,9.58125,-25.90875
-22.23375,6.02,-25.2175
-5.24125,13.67625,-18.803751
-2.6075,-2.31875,-15.07625
-9.35375,1.42625,-14.48125
-6.51,-0.00875,-4.08625
-3.89375,-3.9025,-10.50875
-17.43875,-5.94125,-22.04125
-5.46875,-21.5075,-21.7
16.12625,-28.91875,-4.8825
24.9725,-6.74625,-17.815
42.1925,-2.96625,-10.675
21.210001,1.18125,-9.0125
7.41125,11.2525,-14.13125
-3.99,18.5325,-6.60625
-2.77375,3.47375,-7.32375
5.87125,1.72375,-9.38
8.07625,4.935,-21.875
11.10375,3.0275,-17.6225
-4.3575,6.9825,-18.40125
6.09,-10.85,-13.78125
